artical_text,type,model
"وقف القرآن الكريم أمام البلغاء والفصحاء معجزة وحجة، حيث أن سر إعجازه يكمن في نظمه، وفصاحته. إنه النموذج الخالد للغة العربية بكل خصائصها،""وعلى الرغم من طول مدة تنزيله مترابط البناء محكم التركيب، لا اختلاف فيه أو تفاوت في أسلوبه قوة وضعفا من بدايته إلى نهايته "" فلا شك أن القرآن الكريم كان هو المحور الذي دارت حوله العلوم العربية لمعرفتها الإعجاز اللغوي،فقد كان الهدف الأسمى الذي أخلصت له هذه العلوم عنايتها، فوقفت على خدمته إلى جانب البلاغة، هذه الأخيرة تولت قديما دراسة الأبنية النصية محاولة إبراز وظائفها الجمالية والبرهانية، مما يوضح وعيهم بالتماسك النصي، الأمر الذي جعل بعض الباحثين وعلى رأسهم فان دايك يقول:« أن نحو النص ما هو إلا امتداد وتطوير لتلك القضايا المختصة بها البلاغة قديما أو أن علم البلاغة هي السابقة التاريخية، ويحاول علماء النص أن يطوروا مفاهيم وأفكار البلاغة القديمة وأن تدرس في إطار جديد...» لهذا تصنف البلاغة في الدراسات اللغوية على أنها من علوم النص باعتبارها تضم مباحث، تسعى إلى تحقيق التماسك النصي كالوصل والفصل والحذف، والالتفات وغيرها من المباحث البلاغية الأخرى..",0,human
"# من هو الرئيس الفرنسي خلف ديغول عام 1969م؟

## مقدمة:

التاريخ الفرنسي مليء بالشخصيات السياسية التي لها تأثير كبير على مجريات الأحداث، سواء على الصعيد الداخلي أو الدولي. إحدى هذه الشخصيات هو شارل ديغول، الذي ترأس الجمهورية الفرنسية لفترة طويلة. لكن بعد استقالته في عام 1969، من هو الشخص الذي تولى المنصب خلفه؟ في هذا المقال، سنتحدث عن جورج بومبيدو، الرئيس الذي خلف ديغول.

## جورج بومبيدو:

جورج بومبيدو هو الشخص الذي تولى رئاسة الجمهورية الفرنسية بعد استقالة شارل ديغول في عام 1969. تم انتخاب بومبيدو في 15 يونيو 1969، وترأس البلاد حتى وفاته في عام 1974.

## الخلفية السياسية والمهنية:

جورج بومبيدو كان له خلفية ثرية في الحياة العامة والسياسية في فرنسا قبل توليه الرئاسة. شغل عدة مناصب حكومية، بما في ذلك منصب رئيس الحكومة الفرنسية تحت حكم ديغول. كان يُعتبر مقربًا من ديغول وله دور في تنفيذ العديد من السياسات التي أطلقها.

## إنجازات وتحديات:

خلال فترة حكمه، عمل بومبيدو على تحقيق عدة إنجازات تنموية واقتصادية. ومن جانب آخر، واجه العديد من التحديات، بما في ذلك الأزمات الاقتصادية والاحتجاجات الشعبية. كان له دور في تحفيز الثقافة والفن في فرنسا، ويُعتبر مؤسسًا لمركز بومبيدو للفنون الحديثة في باريس.

## النهاية والإرث:

توفي جورج بومبيدو في مكتبه في 2 أبريل 1974، وذلك بسبب مضاعفات مرض ولدم الشهد (Waldenström's macroglobulinemia). خلفه فاليري جيسكار ديستان كرئيس للجمهورية الفرنسية.

## ختام:

يُعتبر جورج بومبيدو من الشخصيات السياسية البارزة في التاريخ الفرنسي، خاصة بما يتعلق بالفترة التي تلت استقالة شارل ديغول. رغم تحديات الفترة التي حكم فيها، فقد ترك بصمة لا تُنسى على الساحة الفرنسية، سواء على الصعيد الثقافي أو الاقتصادي.",0,human
"مازال العالم يتابع عن كثب فعاليات مهرجان كان السينمائى بدورته الـ76، ومازالت عدسات الكاميرات تلتقط الصور المختلفة للنجمات والنجوم الذين حرصوا على حضور فعاليات المهرجان الشهير وتميزت إطلالاتهم بشىء ما جعلت الأنظار تلتف حولهم.

	كيت بلانشيت
	 

	حضرت النجمة كيت بلانشيت مساء الجمعة مع النجمات ناتالي بورتمان ونعومي آكي العرض الأول لفيلم "" Zone Of Interest ""بمهرجان كان السينمائى السنوي السادس والسبعين، وارتدت كيت فستان أبيض وأسود طويل وبجيبين فضيين مطرزين ضمن مجموعة خريف 2023 للعلامة التجارية ""لويس فيتون"" ، ووضعت مكياج يتوافق مع إطلالتها حيث أكتفت بأحمر خدود فاتح وشفاه وردية، وسحبت خصلات شعرها للخلف وحولته لكعكة، وفقاً لما ذكره موقع صحيفة ""ديلى ميل"" البريطانية.


كيت


صورة أخرى من المهرجان


صورة أخرى لكيت

	 

	إطلالة ناتالي بورتمان
	 

	وأطلت النجمة ناتالي بورتمان، بفستان بدون حمالات من تصميم العلامة التجارية ""ديور""  واختارت إكسسوارات مناسبة مثل قلادة على شكل قطرة دمعة لتظهر رقبتها النحيلة. 


ناتالي بورتمان


ناتالى

	 

	إطلالة كارلا بروني
	 

	وارتدت عارضة الأزياء كارلا بروني ، فستانًا فضيًا قصيرًا بصدرية متلألئة وتنورة معدنية مع ذيل، وأكملت إطلالتها بحذاء بكعب فضى.


كارلا

	إطلالة كيلي بيكيه

	أطلت عارضة الأزياء كيلى بيكيه، بفستان وردى طويلة بأكمام مزينة بالريش وبذيل يصل للأرض.

	 


كيلي بيكيه

	إطلالة نعومي آكي 

	أطلت النجمة نعومي آكي، بفستان أبيض فضفاض طويل ومصميم بأكمام طويلة.

	 


نعومى

	إطلالة نادين وورموت
	 

	أطلت النجمة نادين وورموت، بفستان طويل يجمع بين اللونين الوردى والأبيض و مصمم بنصف أكمام .

	 


نادين

	 

	قصة فيلم "" The Zone Of Interest ""
	 

	وعرض فيلم "" The Zone Of Interest ""، لأول مرة يوم الجمعة في مدينة كان، وهو من إخراج جوناثان جليزر و مستوحى من رواية لمارتن أميس، وتدور أحداثه حول القائد أوشفيتز وزوجته اللذان يسعيان لبناء حياة كريمة لعائلتهما الصغيرة في جناح بحديقة ليست بعيدة عن المعسكر، وتتوالى الأحداث ويهدد الزوجان بمغادرة منزلهما، ولكن الزوجة ترفض ترك منزل أحلامها الذى طالما حلمت بالعيش فيه طيل حياتها، والفيلم شارك فيه عدد من النجوم أبرزهم ساندرا هولر وكريستيان فريدل ورالف هيرفورث.",0,human
"لغةُ الْحُبِّ وِالْفَصْلِ: كيف تُعْبِرُ عَن عَلاقَةٍٍ لَمْ تَعُدْ مُتَبَادِلَةً؟ يُمثِّلُ الْحُبّ أَسْلُوْباً للسّعادة، إلّا أنَّهُ فيِ بَعضِ المُناسباتِ يَخْتَفِيُّ. فإذا لَمْ يَكُن حُبٌّ مُتبادَلًا، فَكَيْف نُعْبِرُ عَن هذِه الحقيقة بِـ رَحْمَةٍ؟ كيف تُخبرُ الشّخصَ أنَّك لَمْ تَعُدْ تُحِبُّهُ؟: التَّأْكيدُ علىِ رغباتِك: عزيزيِ، لا بدّ منَ التأكّد من ما تريد فعله! بِدراسةٍ مُتَنْظِّمةٍ! قد تَتَسَبَّب مُشاجرات أو خلافات . قد تَحْثُ هذه الحالات . الْوَضُوحُ وِالتَّفَصيلُ لِـ تغيُّر الْمَشاعرِ: لا تتردديْ فيِ تَوضِيْح تغيُّراتِ مِشاعِرِكِ, وِالتَّعْبِيْر بِوضوحٍ عن مُلاحظاتِكِ, وِالتَّأمُّل فيِ النّقَاط ، لتَخْلُقَ الْحُلُول، واعتَبْرِ ذلك بِشَكْل تَعَلُّميّ! حِذار الشَّيء المنظُور. الْعَنايَةُ وِالتَّعْبِيْرُ بِـ لُغَةِ الْحَنَانِ: أَضفِي لُطفًا إلىِ الْحْوارِ حتى تُوْصَل الْفَكْر. فَهُم يتعلقون بِهَذَا! احرصي علىِ بُنْيَةٍ جيدة! وِلِتَخْفِيْفِ إحساسِ إثارةِ الشريك . تَوَخَّيْ أَنْ يكونَ مَعْنَاهُم صادق. كِيف تُخبرُ الشّخصَ أنَّك لَسْتَ تُبادِلُه مِشاعرًا رومانسية؟: التَّقْدِيرُ والثَّنَاءُ: لفتْ إنتِباهَهُ ! إبْدَأي بتسليط النَّظَر على النقاط المشتركَة بينكما. هذَ يُمنِحُ إحْساساً بِالْتَفْهُمِ وِالْتَقدير . الصِّدْقُ وِالْوَضُوحُ: أَصْلَحْ العلاقة ، ففي هذه الحالة الواقعيّة ! يُنصح للحفاظ على الصّحة! وِإزالة الأَمَانِ إلى طريقٍ جَيِّد! ,Mix,",1,Gemini
"ومن قال: إن الإنسان جسد فقط، فقد تاه في الترابيات الدونية، ومن قال: إن الإنسان روح فقط، فقد عاش في عالم الأنوار الوهمية، وراح يعذب الجسد تعذيبا شنيعا حتى وصل به الحد إلى التخلص منه بالانتحار، ومن قال: إن الإنسان عقل فقط، فقد عاش في عالم المجردات والفلسفات والمثل العقلية التي لا وجود لها في الأرض إلا من خلال الجسد، ومن قال: إن الإنسان نفس فقط، فقد انحدر في الهوى والميول الفوضوية التي لا حدود لها، ولا تنظيم ولا نظام، والتقى بعالم الحيوانية والشهوات القاتلة.
ولم يكتفوا بذلك، فراحوا يؤالفون بين الجسد والنفس، فالتقى الموجه نحو الشر مع مادة هذا الشر، وانتهت عندهم مهمة الإنسان عند هذه الحدود فضاع الجسد، وضاعت النفس، ورفض آخرون هذا التآلف الضائع، فآلفوا بين العقل والجسد، فعذبوا النفس وقهروا جميع عواطفها وكبتوها وقمعوها ظنا منهم أنها النزاعة دوما نحو الشر، فجفوا وجفت معهم نفوسهم.",1,GPT2
"تَحْقِيْق وَتَوْثِيْق الكتاب وعُنْوَانه: من أهم المحطات التي يمر بها المحقق، لذا إذا أخلّ بذلك أو أخطأ فيه؛ كان محل انتقاد عليه؛ لما ينبني من تزوير في نسبة كتاب لمؤلف آخر، أو تسمية الكتاب بغير اسمه، والواقع يثبت أنَّ هناك تصحيفات في عناوين بعض المخطوطات ونسبتها لمؤلفيها.وانطلاقا من سفر ماتع عشته في مرحلة الماجستير التي كانت بعنوان ""جهود ابن القيم في تأويل مشكل الحديث"" وما قيّدته في تلك المرحلة، رأيت أنّ بعضه جدير بالنشر لحصول الإفادة، ومن أهمها نسبة بعض المحققين مخطوطات لابن قيم الجوزية خطأ، وهذا ممّا لا يعقل تغافله؛ لأنّ نسبة الكتاب إلى غير صاحبه هو تَوهيم المتلقي بآراء ومذاهب ليس له، بل وفي ذلك إخلال بالأمانة العلمية، ونسبة الجهود لغير أصحابها. لذا وجب على المحقق التنبه إلى أساليب صيانة عناوين المخطوطات من التّصحيف والتّحريف، أو من التبديل والتغيير.",0,human
"تفاقمت الأزمة في قطاع الغزل والنسيج في الصين خلال النصف الأول من هذا العام، حيث أظهرت الأرقام الرسمية تراجعا ملحوظا في أداء الشركات الكبرى في هذا المجال. وفقًا لتقرير نشرته وكالة أنباء الصين الجديدة ""شينخوا""، تراجعت إيرادات هذه الشركات بنسبة 19%، مما أدى إلى تقلص أرباحها بنسبة 19% أيضًا مقارنة بالعام السابق.
ووفقًا لمعطيات وزارة الصناعة وتكنولوجيا المعلومات، انكمشت العائدات بنسبة 16% لتبلغ حوالي 1 تريليون يوان (278 مليار دولار أمريكي) خلال الفترة من يناير حتى يونيو الماضيين. وعلى الرغم من هذا التراجع الكبير في الأداء المالي، إلا أن قطاع الغزل والنسيج الصناعي شهد نموًا إيجابيًا بنسبة 57% في ناتج القيمة المضافة، نتيجة لزيادة الطلب على منتجات الوقاية الصحية خلال جائحة كوفيد-19.",1,GPT-3.5-T
"لتيشيرت المطبوع لم يعد مجرد قطعة كاجوال تُرتدى في الأيام السريعة، بل أصبح عنصرًا أساسيًا في خزانة كل فتاة تبحث عن الراحة دون أن تتخلى عن الأناقة. ومع بعض التعديلات البسيطة، يمكن تحويله إلى قطعة يمكن ارتداؤها في مناسبات متعددة.

جربي تنسيقه مع تنورة بليسيه طويلة وحذاء رياضي أبيض لإطلالة صباحية مريحة وأنيقة في نفس الوقت. وإذا أردتِ لمسة أكثر جرأة، ارتديه تحت جاكيت جلد مع بنطال جينز ممزق.

وفي الأيام الحارة، يمكنك ربط طرف التيشيرت عند الخصر وارتداؤه مع شورت هاي ويست، مع إكسسوارات بسيطة مثل نظارة شمس وساعة يد كبيرة.

أما في المساء، فيمكنك تحويل التيشيرت المطبوع إلى إطلالة شبه رسمية بإضافته تحت بليزر واسع مع سروال قماشي وحذاء بكعب متوسط. الفكرة كلها تكمن في اختيار القطع المكملة التي تُضفي عليه لمسة أنثوية أو عصرية حسب ذوقك.

ولأن الطبعة هي النقطة المحورية، حاولي أن تُبقي باقي الإطلالة بألوان حيادية أو موحّدة، حتى لا تزدحم التفاصيل وتفقد القطعة تأثيرها البصري.

ببساطة، التيشيرت المطبوع قطعة واحدة... لكن إمكانيات تنسيقه لا تُعد ولا تُحصى.",1,GPT4o
يستكشف هذا البحث مفهوم السخرية في القصة القصيرة السورية، مع التركيز على استخدام الفكاهة والسخرية والهزل كوسيلة فنية لإعادة إنتاج الواقع. غالبًا ما يستخدم كتاب السخرية تقنيات مثل تغيير النسب بين عناصر الصورة، ومزج الماضي والحاضر، والمشهدية، والمفارقة، لإنشاء صور غير متوقعة تثير الهزء وتساهم في ترسيخ القيم المجتمعية والسلوكيات السليمة.,1,jais
"قامت غوغل بتطوير أسلوب تحميل التطبيقات من خلال متجرها الخاص بنظام أندرويد “غوغل بلاي” (Google Play Store)، وذلك كما ذكرت ضمن مؤتمرها السنوي (I/O 2012) في يونيو/حزيران بأنها ستعمل على تحسين أسلوب تحديث التطبيقات وذلك بالحد من الحجم الخاص لتطبيق معين، وذلك بتنزيل بعض الملفات التي تنقص التطبيق ليتم تحديثه دون الحاجة لتحميل كامل حجم التطبيق، وبالتالي اختصار للوقت وحجم البيانات المحمّلة.
وما يزال المتجر يظهر شريط التحميل بالحجم الكامل للتطبيق، ولكن عند تحميل الجزء المطلوب لإتمام التحديث، ينتقل فوراً إلى مرحلة التثبيت دون إتمام شريط التحميل إلى النقطة الأخيرة.
ليس على المستخدم إجراء أي تغيير، تلقائياً سيتم اختزال جزء من حجم التطبيق ويتم تثبيته بشكلٍ مباشر، كما ويعمل هذا التحديث على النسخ القديمة من متجر غوغل.
يذكر أن التحديث الأخير لتطبيق إنستاغرام الذي صدر البارحة يبلغ من الحجم حوالي 13 ميغابايت، وعند قيام المستخدم بتثبيته، سيتم تحميل جزء بسيط من التحديث لا يتجاوز 4 ميغابايت، ومن ثم سيتم تثبيته بوقت أسرع من السابق بفضل هذه الميزة الجديدة.",0,HUMAN
"لجان رقابية مستقلة لمشاريع الخفجي 

تعاني محافظة الخفجي من بطء في نمو المشاريع، إضافة إلى تعثر وتأخير تنفيذ بعضها، حيث تمر عجلة التنمية والبنية التحية بحالة من التقلبات التي انعكست سلبا على المناخ الاقتصادي بالمحافظة منها: غياب رؤوس الأموال وتخوف رجال الأعمال وأصحاب المشاريع الصغيرة من الاستثمار، حيث يرى أهالي الخفجي أن محافظتهم هي الأسوا في تنفيذ المشاريع على مستوى المنطقة الشرقية، رغم تربعها على عرش أغنى محافظات الشرقية اقتصاديا، عبر حقول النفط وإستراتيجيا على بحر الخليج العربي.تعثر المشاريعيرى أهالي الخفجي أن السبب في استمرار تعثر المشاريع هو مماطلة معالجة مشاكل المشاريع المتعثرة في أكثر من موقع، كإشغال مساحات من الأراضي للبناء ثم تركها ؛ كما تعاني المحافظة من خلل في الصرف الصحي الذي لا تزال بعض الأحياء السكانية تفقده، والتشويه الذي يضرب الطرق الخارجية؛ كطريق الخفجي -السفانية، والحفريات والمستنقعات والمنازل المهجورة بين الأحياء ذات الكثافة السكانية. وانعدام التخطيط لمساحات المشاريع الاجتماعية، الترفيهية، والثقافية والرياضية، بالمحافظة من مبان ومراكز.مطالبين بضرورة وجود لجان رقابية على أي مشروع يتم العمل عليه بالمحافظة، بحيث توكل شراكة الرقابة للجهات المختصة مع لجنة تابعة للمحافظة. ومشددين على استقلالية كل من هذه اللجان للعمل على مراقبة أداء الشركات المناطة إليها آلية التنفيذ، ووضع مهلة زمنية لها وتفعيل محاسبة المقصرين.مشاريع البلديةأوضح مدير العلاقات العامة والإعلام ببلدية محافظة الخفجي صالح الحربي لـ«الوطن» أنه فيما يختص بخدمات البلدية في المحافظة،لايوجد أي مشاريع متعثرة ؛بل يوجد لديها حزمة من المشاريع التنموية المتنوعة والتي تخدم المحافظة والمراكز التابعة لها، والتي يتم العمل عليها حالياً بعدد 12 مشروعا؛ وتتمثل في مشروع تطوير الواجهة البحرية ومشروع سفلتة الأرصفة والإنارات بها وبالقرى التابعة لها، كذلك مشروع وسائل السلامة المرورية وتسمية وترقيم الشوارع، ومشروع استكمال مبنى البلدية مع الكراج والمرافق عامة، وكذلك سفلتة مخططات المنح، ومشروع دراسات واستشارات، إضافة إلى مشروع استكمال مشروع المركز الحضاري، بالإضافة إلى وجود 8 برامج مشاريع للتشغيل والصيانة، من ضمنها مشروع صيانة المسطحات الخضراء والأشجار لكورنيش الخفجي.",0,HUMAN
"يودع فريق أمناء المصادر التعليمية في المجاردة وبارق الزميل الشريف أحمد الذي انتقل إلى العمل في إدارة التعليم ببارق، ويُرحبون بالزميل الجديد، المشرف التربوي زاهر أحمد الذي تولى مهام الإشراف على المصادر التعليمية في المجاردة وبارق.
كما قد ودعوا الزميل الحسين محمد الذي تقاعد وكان شريكاً مخلصاً معهم.
يظل الشريف حضوراً لا يُنسى وحباً يترك بصماته في قلوب زملائه، فقد أقام زملاؤه احتفالية وداعية له بهدايا تعبر عن المودة والوفاء، مُذكرين بالذكريات الجميلة بينهم.
على جانب آخر، ناقش نشطاء على وسائل التواصل الاجتماعي تحت وسم #انها_عقد_موظفات_جامعه_نوره قضية بعض الموظفات بجامعة الأميرة نوره ومواجهتهن للبطالة.
في سياق مختلف، حصلت مدينة الملك عبدالله الطبية في العاصمة المقدسة على شهادة اعتماد الجودة للتدريب، مُبرزةً إنجازاتها في هذا المجال.
وبدأت الخطوط السعودية غداً تشغيل رحلاتها المنتظمة إلى بغداد بعد توقف دام 27 عاماً، لتعيد فتح الأبواب أمام الرحلات الجوية بين المملكة والعراق.
أصدر الرئيس الصيني قراراً بترقية حليفه ليصبح رئيسًا للحزب الشيوعي في شنغهاي، مُظهراً قوة تأييده ودعمه لهذا القرار.
وفي خبر آخر، صادق برلمان إقليم كردستان على عدم تمديد الولاية الرئاسية لمسعود برزاني، في خطوة تُعتبر هامة في الساحة السياسية.
وختمت النرويج بالعثور على حطام المروحية الروسية المفقودة، وذلك بعد بحث مضنٍ قامت به السلطات النرويجية.",1,GPT-3.5-T
"تميز القرن 19 في المغرب بحركة تأليف واسعة شملت مختلف جوانب الحياة السياسية والاقتصادية والاجتماعية والدينية، لكن كثيرا من المخطوطات التي خلفتها هذه الحركة ما زال منسيا في مكتبات خاصة أو عامة، ومن هذا المنطلق تأتي هذه المساهمة في تقديم عمل لعالم بارز في منطقة المغربين الأقصى والأوسط. المخطوط الذي نضعه بين يدي القارئ هو "" نزهة الأبصار لذوي المعرفة والاستبصار تنفي عن المتكاسل الوسن في مناقب سيدي أحمد بن محمد وولده الحسن "" لمؤلفه أبي حامد العربي المشرفي، وهو مؤلف في أدب الرحلة والتراجم، وزاد فيه صاحبه إفادات جمة في فنون مختلفة، شملت شتى مناحي الحياة الاجتماعية والاقتصادية والدينية، فهو يعطي فكرة عن الأوضاع السائدة في المغرب والعالم الاسلامي خلال القرن 13 هـ / 19م.نحاول من خلال هذه المساهمة تقديم هذا المخطوط والتعريف بصاحبه من خلال محورين رئيسيين:-التعريف بالعربي المشرفي، ومختصر حياته وسيرته العلمية.-تقديم مختصر للمخطوط من الجانب المصدري والمنهجي، ومضمونه وقيمته التاريخية، وننتهي بدراسة نسخه.",0,human
"إكرام الوالدين والوعود المصاحبة له:
علي عكس الوصايا الأخرى، حيث لم يكن هناك أي وعود خاصة مرفقة بشكل مباشر بها، فالله في إعطائه تلك الوصية قد أضاف إليها وعدا محددا. حيث قال، "" أكرم أباك وأمك لكي تطول أيامك على الأرض التي يعطيك الرب إلهك"". ولكنه لم يتوقف هنا. سفر التثنية 5: 16 تذكر نفس الوصية ولكن بوعد إضافي عن الذي تم ذكره هنا:
التثنية 5: 16
"" أكرم أباك وأمك كما أوصاك الرب إلهك، لكي تطول أيامك [ الوعد الأول ] ، ولكي يكون لك خير على الأرض التي يعطيك الرب إلهك [ الوعد الثاني ] .""",1,GPT2
أعشق أسلوب الكاتبة الرائع، ففي كتاباتها تتميز بالواقعية وسلاسة الأحداث، وها هي في روايتي الجديدة قد أضافت لمسة من الكوميديا التي منحت القصة روحًا مختلفة. لكنني بقيت متسائلاً، هل هناك جزء آخر للرواية ينتظرنا، أم أنها وصلت إلى ختامها المفاجئ الذي تركني في حالة من الدهشة؟,1,GPT-3.5-T
شهد الغرب الإسلامي تطور وازدهار علمي كبير خلال القرن 9ه/15م رغم تدهور الأوضاع السياسية والاجتماعية، ومما زاد في ازدهارها الدور البارز للعلماء والفقهاء و مدى مساهمتهم في الحياة العلمية والفكرية، واهتمام السلاطين والأمراء بالعلم والعلماء وإنشاء المدارس والمساجد والزوايا والرباطات التي كانت خير دليل عل الازدهار العلمي، هذا ما جعل هذا القرن حافل بطائفة من مشاهير العلماء في مختلف مجالات العلوم، ومن العلماء الذين كان لهم دورا بارزا في تاريخ العلوم في الغرب الإسلامي الشيخ أحمد زروق الفاسي فقد كان عالما مشاركا في الحديث والفقه وأصول الدين والتصوف كما تشهد مؤلفاته الكثيرة النفيسة بذلك، غير أنه خص التصوف بمزيد العناية والتحقيق والدراية، كما صدرت منه العديد من الوصايا الإيمانية والنصائح التربوية كانت نبراسا للسالكين وهداية للمسترشدين.,0,human
"الاعتذار من السلوكيات الإنسانية النبيلة التي قد تبدو بسيطة في ظاهرها لكنها في جوهرها تتطلب قدرًا كبيرًا من الشجاعة والوعي الذاتي. فمعظمنا يجد صعوبة في قول ""أنا آسف""، لأن ذلك يضعنا في موقع الضعف ويجعلنا عُرضة لرفض الطرف الآخر أو ردة فعله غير المتوقعة. ومع ذلك، يبقى الاعتذار فعلًا ضروريًا وشفائيًا، ليس فقط للعلاقات ولكن للنفس أيضًا. فالاعتراف بالخطأ وتقديم الاعتذار بصدق يمكن أن يعيد ترميم الجسور التي تضررت، ويمنع تصاعد الخلافات إلى مستويات يصعب تجاوزها.

ومن أجل أن يكون الاعتذار فعالًا ومقبولًا، لا يكفي مجرد النطق بكلمات المجاملة، بل يجب أن يكون نابعًا من فهم حقيقي للأذى الذي تسببت فيه. يبدأ الاعتذار الصحيح بالاعتراف الصريح بالسلوك المؤذي، مع التعبير عن التعاطف الصادق تجاه الشخص المتضرر. استخدام كلمات مثل ""كان ذلك تصرفًا غير محسوب مني، وأفهم أنه جعلك تشعر بعدم الاحترام"" يمكن أن يفتح باب التفاهم والشفاء. من المهم أن يُقال الاعتذار دون إدخال كلمة ""لكن""، لأنها تلغي أثره وتُفسره كتبرير.

الخطوة التالية في الاعتذار الحقيقي هي تقديم تعويض أو تصحيح إن أمكن، حتى وإن كان رمزيًا. في بعض الأحيان يكون الأذى نفسيًا لا يُقاس، لذا يُستحسن أن نسأل الطرف الآخر عن الشيء الذي يمكن أن يخفف عنه. كما أن تقديم وعد واضح بعدم تكرار السلوك المسيء يعكس الالتزام بالتغيير. الوعد وحده لا يكفي، بل يجب أن يُترجم إلى أفعال لاحقة تبين صدق النية ومصداقية الاعتذار.

ولمن يجد صعوبة في المواجهة، يمكن أن يكون الاعتذار المكتوب وسيلة فعالة. الرسائل المكتوبة تعطي مساحة للتفكير واختيار الكلمات بعناية، وقد تحمل وقعًا أكثر تأثيرًا. المهم أن يكون التوقيت مناسبًا، فكلما كان الاعتذار سريعًا كلما قلل من حجم الأذى المحتمل. أيضًا من الضروري تجاوز الرغبة في ""أن نكون على صواب"" والتركيز بدلًا من ذلك على تفهم مشاعر الطرف الآخر وتقديرها، حتى لو لم نتفق معه بالكامل.

وأخيرًا، لا يُفترض أن يتبع الاعتذار مباشرةً التسامح أو القبول. من حق الطرف الآخر أن يأخذ وقته للتعافي. كما أن المبالغة في الاعتذار أو التحقير من الذات قد يُفقد الاعتذار قيمته ويحول التركيز من الأذى الفعلي إلى محاولة استدرار العطف. التوازن والصدق والنية الصافية هي مفاتيح الاعتذار الحقيقي الذي يُصلح القلوب قبل العلاقات",1,GPT4o
"اتبعت المدينة في نموها العشوائي في بادئ الأمر، نظرية النمو حول نواة واحدة، حيث كانت هذه النواة هي 
في عام 1956، تم وضع أول مخطط هيكلي لعمّان بمعناه الصحيح، يحدد شكل المدينة ووظائفها والاستعمالات المختلفة وخطوط النقل والمواصلات وغيرها من الخصائص العامة. وفي عام 1964 باشرت أمانة العاصمة بوضع الأنظمة التفصيلية التي ساهمت فيما بعد بتطبيق محتويات المخططات التنظيمية التي أشرف على وضعها قسم التخطيط في الأمانة بالتعاون مع بعض الخبراء بالأمم المتحدة.
إلا أن الزيادة الغير متوقعة في عدد السكان بالمدينة نتيجة الحروب المتلاحقة في المنطقة، أدى إلى عدم تبني المخطط الشمولي القديم، وإن كان هناك عدة محاولات أخرى، إلا أنها كانت تصطدم أيضا بنفس المشكلة. أما مؤخرا، فقد شهدت 
إن من أهم المشكلات الاجتماعية الحضرية في عمّان حاليا، هي الطفرة الكبيرة في النمو السكاني والحضري.",1,GPT2
"وصفةٌ سريعةٌ ولذيذةٌ: فريكةُ الخضارِ المشويةِ قليلةُ السّعراتِ الحراريةِ

تُطمحُ كلُّ ربةِ بيتٍ إلى إضافةِ نُكهةٍ جديدةٍ إلى مطبخِهاِ، وإبهارِ عائلتِها بأطباقٍ شهيةٍ ولذيذةٍ، و خصوصاً في أوقات الانشغالِ الكَثِيرِ. تقدِّمُ هذهِ الوصفة لـ فريكةِ الخضارِ المشويةِ حلاً سريعًا ولذيذًا ولكنه متكاملُ التغذيةِ، وقليلٌ من السّعراتِ الحراريةِ، لمحبي الرياضة.

مكوناتُ وصفةِ فريكةِ الخضارِ المشويةِ:

3 ملاعق كبيرة زيت ذرة.
2 رطل بصل مفروم.
1 كوب فريكة.
3 أكواب ماء.
ملعقة صغيرة ملح.
2 كوسة متوسطة الحجم، مقطعة لشرائح.
2 جزر كبير، مقطعة لشرائح.
8 سيقان بصل أخضر.
2 ملعقة كبيرة زيت زيتون بكر.
½ ملعقة صغيرة فلفل مطحون.

طريقةُ إعدادِ الفريكةِ المُميّزةِ:

في مقلاةٍ كبيرةٍ على نارٍ متوسطة، أضيفي زيتَ الذرةِ والَبسَلَ المُفْروَمَ، وتَقَلِّبِيَ إلى انِ يُصْبِحَ لَوْنُهُ ذهبيًا (10-45 دقيقة)، وذلك مع تقليلي درجة الحرارةِ حسب الضرورة.

في وعاءٍ كبير، ضعي الفريكَ والماءَ (بِمِقدارِ 2 إنشٍ مِنَ الماء)، وَشُحْنِه لمدة تصل إلى 40 دقيقةً.

بعد النقع، صَفي الفريك وتَقَلِّبِيه مع البصل الذهبي، ثم أضيفي 3 أكوابٍ من الماءِ و الملح و قلِّلي النارَ حتى يُشْرِبَ الفريك الماءَ (20-25 دقيقة). ثم غطي المقلاة و أتركيه 5 دقائقِ.

سخّني الشّواية على درجة حرارة متوسّطة إلى عالية.

ضعي الخضراواتَ المُقطّعةَ على الشّواية (الكوسة، والجزر، والبصل الأخضر)، مع زيتِ الزيتون، والفلفل، وِبضْعَ قطراتٍ مِنَ الملحِ. قلّبيها حتّى يَتَحَوَّلَ لَونها و يتم نضجها.

اسكبي الفريكَ فوق الخضراواتِ وّوزعيها في طبق الخدمةِ ، واستمتعي بطعمٍ مُميّزٍ بسيطٍ وشهيّ، فهي تُعدّ بديلاً رائعًا للأرز!",1,Gemini
